id,name,breed_group,life_span,temperament,origin,bred_for,weight_metric,height_metric,reference_image_id,image_url
458,German Spaniel,Sporting,12-14,"Intelligent, loyal, energetic, adaptable, confident, work-focused",Germany,,20-25,Male: 47-55; Female: 44-52,,https://cdn4.thedogapi.com/optimized/Uz9mTebSzn.jpg
117,German Spitz,Non-Sporting,,"Alert, intelligent, confident, lively, devoted",Germany,,Male: 3.6-12; Female: 3.6-11,23-38,,https://cdn4.thedogapi.com/optimized/jc0J82FZqW.jpg
118,German Wirehaired Pointer,Sporting,12-16,"Intelligent, energetic, loyal, affectionate, alert, eager to please",Germany,,23-32,Male: 61-66; Female: 56-61,,https://cdn2.thedogapi.com/images/Yp52A2pFZ_1280.jpg
119,Giant Schnauzer,Working,12-15,"Loyal, intelligent, alert, energetic, courageous, confident",Germany,,Male: 27-39; Female: 25-34,Male: 65-70; Female: 60-65,,https://cdn4.thedogapi.com/optimized/xz4R1yeRiz.jpg
120,Glen of Imaal Terrier,Terrier,10-15,"Courageous, gentle, loyal, intelligent, spirited","Glen of Imaal, County Wicklow, Ireland",,Male: 15-18; Female: 14-18,32-36,,https://cdn4.thedogapi.com/optimized/GFuEqzH0Fq.jpg
693,Goberian,Mixed,10-14,"Friendly, energetic, intelligent, loyal, outgoing, affectionate",United States,,Male: 20-36; Female: 16-32,Male: 53-61; Female: 51-57,,https://cdn2.thedogapi.com/images/mufxR-Px7.jpg
122,Goldendoodle,Mixed,10-15,"Friendly, intelligent, gentle, affectionate, outgoing, playful","United States, Australia",,23-41,51-61,,https://cdn4.thedogapi.com/optimized/ozM2Ca6Plu.jpg
688,Golden Mountain Dog,Mixed,8-12,"Friendly, gentle, intelligent, loyal, calm, affectionate",United States,,Male: 34-50; Female: 27-41,Male: 61-70; Female: 56-66,,https://cdn4.thedogapi.com/optimized/yy1Llb59pv.jpg
121,Golden Retriever,Sporting,10-12,"Friendly, intelligent, devoted, confident, loyal, eager to please",Scotland,,Male: 29-34; Female: 25-29,Male: 58-61; Female: 55-57,,https://cdn4.thedogapi.com/optimized/4RCSX1i1yE.jpg
459,Gończy Polski,Hound,10-13,"Intelligent, courageous, loyal, alert, confident",Poland,,Male: 25-30; Female: 20-25,Male: 55-59; Female: 50-55,,https://cdn2.thedogapi.com/images/H1QyMe5EQ_1280.jpg
123,Gordon Setter,Sporting,12-13,"Confident, loyal, affectionate, intelligent, eager to please, alert",Scotland,,Male: 25-36; Female: 20-32,Male: 61-69; Female: 58-66,,https://cdn4.thedogapi.com/optimized/4RCSX1i1yE.jpg
460,Grand Anglo-Français Blanc et Noir,Hound,10-12,"Energetic, courageous, intelligent, independent, work-focused",France,,35-40,Male: 65-72; Female: 62-70,,https://cdn4.thedogapi.com/optimized/XUBm5RA95T.jpg
461,Grand Anglo-Français Blanc et Orange,Hound,10-12,"Energetic, loyal, independent, courageous, work-focused",France,,30-35,Male: 60-70; Female: 58-70,,https://cdn2.thedogapi.com/images/Vsyiy9oyS.jpg
462,Grand Anglo-Français Tricolore,Hound,10-12,"Energetic, courageous, loyal, work-focused, independent, alert",France,,30-35,60-72,,https://cdn4.thedogapi.com/optimized/zz1tHgxCmb.jpg
463,Grand Basset Griffon Vendéen,Hound,12-15,"Happy, outgoing, independent, intelligent, courageous","Vendée region, France",,18-20.5,39-46,,https://cdn2.thedogapi.com/images/_upbHYcnO.jpg
464,Grand Bleu de Gascogne,Hound,10-12,"Gentle, calm, independent, intelligent, loyal, devoted","Gascony, France",,Male: 36-50; Female: 32-50,Male: 65-71; Female: 61-68,,https://cdn2.thedogapi.com/images/HkAVQl9VX_1280.jpg
465,Grand Griffon Vendéen,Hound,10-13,"Independent, courageous, intelligent, energetic, alert","Vendée region, France",,30-35,Male: 62-68; Female: 60-65,,https://cdn2.thedogapi.com/images/KhXmgBorE.jpg
124,Great Dane,Working,7-10,"Friendly, gentle, confident, loyal, affectionate",Germany,,Male: 64-79; Female: 50-64,Male: 76-81; Female: 71-76,,https://cdn2.thedogapi.com/images/7pTie4t9y.jpg
126,Greater Swiss Mountain Dog,Working,8-11,"Gentle, loyal, confident, alert, friendly",Switzerland,,Male: 52-64; Female: 39-50,Male: 65-72; Female: 60-69,,https://cdn2.thedogapi.com/images/hNa0pli30.jpg
466,Greek Harehound,Hound,10-13,"Energetic, independent, alert, courageous, intelligent, loyal",Greece,,17-20,Male: 47-55; Female: 45-53,,https://cdn2.thedogapi.com/images/GFVvIZ0B3.jpg
467,Greek Shepherd,Working,10-12,"Protective, independent, loyal, courageous, calm",Greece,,Male: 40-55; Female: 32-50,Male: 63-75; Female: 58-68,,https://cdn2.thedogapi.com/images/52bBXd2dO.jpg
468,Greenland Dog,Working,10-14,"Independent, energetic, courageous, loyal, athletic, confident",Greenland,,30-32,Male: 58-70; Female: 50-61,,https://cdn4.thedogapi.com/optimized/MRz5HSylED.jpg
127,Greyhound,Hound,10-13,"Gentle, calm, intelligent, affectionate, independent",Ancient Egypt/Middle East,,Male: 29-32; Female: 27-29,Male: 71-76; Female: 68-71,,https://cdn2.thedogapi.com/images/rqUG1kbaT.jpg
469,Griffon Bleu de Gascogne,Hound,10-12,"Alert, energetic, independent, courageous, devoted, work-focused","Gascony, France",,18-25,48-57,,https://cdn2.thedogapi.com/images/xv365V4P_.jpg
60,Griffon Bruxellois,Toy,12-15,"Alert, intelligent, loyal, confident","Brussels, Belgium",,4-5,18-25,,https://cdn2.thedogapi.com/images/P44Wk6wSj.jpg
470,Griffon Fauve de Bretagne,Hound,12-14,"Courageous, independent, intelligent, energetic, affectionate","Brittany, France",,Male: 18-23; Female: 16-20,Male: 48-56; Female: 47-53,,https://cdn2.thedogapi.com/images/2Y-PXyVC9_1280.jpg
471,Griffon Nivernais,Hound,10-14,"Independent, courageous, energetic, alert, work-focused","Nivernais region, France",,Male: 22-25; Female: 20-23,Male: 55-61; Female: 52-60,,https://cdn2.thedogapi.com/images/jtrRacj_g.jpg
472,Gull Dong,Mixed,10-13,"Protective, courageous, loyal, independent, intelligent","Punjab region, Pakistan",,Male: 36-64; Female: 36-54,61-71,,https://cdn4.thedogapi.com/optimized/rwf9rF0e9Z.jpg
473,Gull Terrier,Terrier,10-14,"Loyal, courageous, intelligent, protective, independent, energetic, alert",Pakistan (Punjab region),,Male: 25-30; Female: 22-27,Male: 46-56; Female: 43-53,,https://cdn4.thedogapi.com/optimized/zG2TentNGH.jpg
475,Halden Hound,Hound,12-14,"Gentle, alert, intelligent, confident, energetic","Halden, Norway",,Male: 23-29; Female: 20-26,Male: 51-60; Female: 48-58,,https://cdn2.thedogapi.com/images/KjD15MOuM.jpg
474,Hällefors Elkhound,Hound,12-14,"Courageous, alert, independent, intelligent, loyal",Sweden,,Male: 22-30; Female: 20-28,Male: 51-57; Female: 47-53,,https://cdn4.thedogapi.com/optimized/ho6eDDtP2t.jpg
476,Hamiltonstövare,Hound,10-14,"Friendly, energetic, intelligent, alert, independent",Sweden,,23-34,Male: 52-61; Female: 48-57,,https://cdn4.thedogapi.com/optimized/rQJos2X8Nb.jpg
477,Hanoverian Scenthound,Hound,10-14,"Calm, loyal, determined, independent",Germany,,36-45,48-55,,https://cdn4.thedogapi.com/optimized/q7VUELb6Ub.jpg
129,Harrier,Hound,12-15,"Friendly, outgoing, energetic, intelligent, gentle",England,,20-27,48-53,,https://cdn4.thedogapi.com/optimized/MnViD92bmV.jpg
130,Havanese,Toy,,"Outgoing, intelligent, friendly, playful, affectionate, adaptable",Cuba,,3-6,22-29,,https://cdn4.thedogapi.com/optimized/DaCvmFBDVI.jpg
661,Havapoo,Mixed,12-16,"Friendly, intelligent, playful, affectionate, outgoing",United States,,1.8-5.9,20-29,,https://cdn2.thedogapi.com/images/zGnoHL8B8.jpg
478,Himalayan Sheepdog,Working,10-13,"Protective, loyal, independent, intelligent, alert, courageous",Himalayan region of India and Nepal,,Male: 41-64; Female: 36-54,Male: 71-86; Female: 66-81,,https://cdn2.thedogapi.com/images/ByBOFuhBX_1280.jpg
479,Hmong Bobtail Dog,Spitz-type,12-15,"Loyal, intelligent, alert, protective, affectionate",Vietnam,,Male: 16-25; Female: 14-22,Male: 46-56; Female: 41-51,,https://cdn4.thedogapi.com/optimized/IKwhmJWCwN.jpg
480,Hokkaido,Working,11-15,"Alert, loyal, courageous, intelligent, independent, devoted","Hokkaido, Japan",,Male: 20-30; Female: 20-26,Male: 46-54; Female: 46-51,,https://cdn2.thedogapi.com/images/DgnedQ-Zq.jpg
481,Hovawart,Working,10-14,"Loyal, protective, intelligent, confident, devoted, alert",Germany,,Male: 30-40; Female: 25-35,Male: 63-70; Female: 58-65,,https://cdn4.thedogapi.com/optimized/kbl41c2L7J.jpg
482,Huntaway,Herding,12-14,"Intelligent, energetic, work-focused, loyal, adaptable",New Zealand,,Male: 29-40; Female: 25-35,Male: 61-66; Female: 56-63,,https://cdn2.thedogapi.com/images/Fw1MZmoRL.png
695,Huskimo,Mixed,12-15,"Intelligent, energetic, playful, friendly, alert, loyal",United States,,Male: 16-32; Female: 14-27,Male: 46-61; Female: 41-58,,https://cdn4.thedogapi.com/optimized/jc0J82FZqW.jpg
483,Hygen Hound,Hound,10-12,"Energetic, intelligent, independent, alert, affectionate, loyal",Norway,,20-25,Male: 48-58; Female: 46-55,,https://cdn4.thedogapi.com/optimized/4RCSX1i1yE.jpg
131,Ibizan Hound,Hound,11-14,"Independent, intelligent, athletic, gentle, alert, playful","Balearic Islands, Spain",,Male: 23-29; Female: 20-25,Male: 60-70; Female: 57-66,,https://cdn2.thedogapi.com/images/BQX_0_22x.jpg
132,Icelandic Sheepdog,Herding,12-14,"Friendly, alert, energetic, intelligent, playful, confident, hardy",Iceland,,Male: 14-16; Female: 11-14,Male: 46-51; Female: 42-47,,https://cdn2.thedogapi.com/images/YPDnk0_5g.jpg
484,Indian Pariah Dog,Primitive,,"Alert, intelligent, loyal, adaptable, independent",Indian subcontinent,,Male: 15-30; Female: 15-25,Male: 51-64; Female: 46-58,,https://cdn4.thedogapi.com/optimized/MKcOaZZgKR.jpg
485,Indian Spitz,Non-Sporting,10-16,"Alert, intelligent, playful, loyal, friendly, adaptable",India,,Male: 12-18; Female: 10-16,Male: 35-41; Female: 33-38,,https://cdn4.thedogapi.com/optimized/R9QsoKA0zh.jpg
682,Irish Doodle,Mixed,10-15,"Friendly, intelligent, energetic, playful, affectionate, outgoing",United States,,Male: 18-34; Female: 18-29,Male: 56-71; Female: 53-66,,https://cdn4.thedogapi.com/optimized/EXPG7YlvxK.jpg
133,Irish Red and White Setter,Sporting,11-15,"Friendly, energetic, intelligent, courageous, devoted, gentle, eager to please",Ireland,,Male: 23-32; Female: 20-27,Male: 61-66; Female: 57-61,,https://cdn2.thedogapi.com/images/wJjvV6A5T.jpg
134,Irish Setter,Sporting,12-15,"Friendly, outgoing, energetic, intelligent, playful, affectionate",Ireland,,Male: 27-34; Female: 24-29,Male: 66-74; Female: 61-69,,https://cdn4.thedogapi.com/optimized/kZiM1ViZ28.jpg
135,Irish Terrier,Terrier,,"Courageous, loyal, intelligent, energetic, spirited",Ireland,,Male: 11-13; Female: 11-12,Male: 46-48; Female: 43-48,,https://cdn4.thedogapi.com/optimized/UDfnMbIhDx.jpg
136,Irish Water Spaniel,Sporting,12-14,"Intelligent, playful, alert, courageous, eager to please",Ireland,,Male: 25-31; Female: 20-26,Male: 56-61; Female: 53-58,,https://cdn4.thedogapi.com/optimized/MY32nvFaii.jpg
137,Irish Wolfhound,Hound,6-8,"Gentle, calm, dignified, courageous, loyal",Ireland,,Male: 64-82; Female: 52-64,Male: 81-89; Female: 76-84,,https://cdn4.thedogapi.com/optimized/5734UrsRMD.jpg
486,Istrian Coarse-haired Hound,Hound,12-15,"Alert, energetic, gentle, loyal, independent, intelligent","Istria Peninsula, Croatia",,Male: 16-24; Female: 15-21,Male: 46-58; Female: 44-56,,https://cdn2.thedogapi.com/images/HkaT7ppEQ.gif
487,Istrian Shorthaired Hound,Hound,12-15,"Alert, energetic, intelligent, independent, gentle, loyal","Istria Peninsula, Croatia",,Male: 16-25; Female: 16-23,Male: 48-59; Female: 46-57,,https://cdn4.thedogapi.com/optimized/Be3GbWbcKe.jpg
138,Italian Greyhound,Toy,,"Affectionate, gentle, playful, alert, intelligent",Italy,,3-6.5,33-38,,https://cdn4.thedogapi.com/optimized/06xiPKwn6r.jpg
139,Jack Russell Terrier,Terrier,12-14,"Energetic, intelligent, alert, courageous, confident, playful",England,,6-8,25-30,,https://cdn4.thedogapi.com/optimized/D8y5Ajg0w8.jpg
488,Jagdterrier,Terrier,10-15,"Courageous, intelligent, energetic, work-focused, independent",Germany,,Male: 9-10; Female: 7.5-9,Male: 33-40; Female: 33-39.5,,https://cdn2.thedogapi.com/images/8flER_jUa.jpg
489,Jämthund,Hound,12-13,"Courageous, intelligent, calm, independent, alert, loyal, devoted","Jämtland, Sweden",,Male: 30-40; Female: 25-35,Male: 57-65; Female: 52-60,,https://cdn2.thedogapi.com/images/Kar3rW9L2.jpg
140,Japanese Chin,Toy,10-12,"Alert, intelligent, affectionate, independent, playful, calm",China/Japan,,1.8-5,20-28,,https://cdn2.thedogapi.com/images/LrXQhXhmb.jpg
141,Japanese Spitz,Non-Sporting,12-16,"Intelligent, playful, alert, loyal, affectionate, friendly",Japan,,Male: 5-11; Female: 4.5-9,30-39,,https://cdn2.thedogapi.com/images/M9euOJSBd.jpg
490,Japanese Terrier,Terrier,12-15,"Lively, alert, intelligent, playful, affectionate",Japan,,2.5-4,30-33,,https://cdn2.thedogapi.com/images/PTBCQmT0h.jpg
491,Jeju Dog,Spitz and Primitive Types,12-15,"Alert, loyal, intelligent, courageous, independent, energetic","Jeju Island, South Korea",,Male: 15-25; Female: 13-20,Male: 46-56; Female: 43-52,,https://cdn4.thedogapi.com/optimized/iLdspBzjpF.jpg
492,Jindo,Foundation Stock Service,12-15,"Loyal, independent, intelligent, alert, courageous, protective","Jindo Island, South Korea",,Male: 18-23; Female: 14-19,Male: 50-56; Female: 46-53,,https://cdn2.thedogapi.com/images/ERkUOeH7y.jpg
493,Jonangi,Primitive,12-15,"Energetic, intelligent, loyal, alert, independent","Andhra Pradesh, India",,Male: 13-23; Female: 13-20,Male: 43-53; Female: 41-51,,https://cdn4.thedogapi.com/optimized/nMhxLqzAph.jpg
495,Kaikadi,Hound,10-15,"Alert, energetic, intelligent, loyal, independent, courageous","Maharashtra, India",,Male: 15-20; Female: 14-18,Male: 53-58; Female: 51-56,,https://cdn2.thedogapi.com/images/5TKMTrS09.jpg
494,Kai Ken,Non-Sporting,12-16,"Alert, intelligent, loyal, courageous, independent, athletic","Kai Province, Yamanashi Prefecture, Japan",,Male: 14-20; Female: 11-16,Male: 46-56; Female: 39-50,,https://cdn4.thedogapi.com/optimized/y8p3WCHoxH.jpg
496,Kamchatka Sled Dog,Working,10-15,"Hardy, independent, work-focused, loyal, intelligent, energetic","Kamchatka Peninsula, Russia",,Male: 23-40; Female: 18-35,Male: 53-66; Female: 51-61,,https://cdn2.thedogapi.com/images/Y93YeHDPL.jpg
18,Kangal Shepherd Dog,Working,12-15,"Loyal, protective, independent, calm, intelligent, alert","Sivas, Turkey",,Male: 50-66; Female: 41-54,Male: 76-81; Female: 71-76,,https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg
497,Kanni,Hound,12-15,"Loyal, intelligent, independent, alert, athletic, reserved","Tamil Nadu, India",,Male: 18-25; Female: 15-23,Male: 61-69; Female: 58-64,,https://cdn4.thedogapi.com/optimized/5734UrsRMD.jpg
498,Karakachan,Working,12-14,"Independent, protective, loyal, alert, courageous, intelligent",Bulgaria,,Male: 40-57; Female: 35-50,Male: 65-75; Female: 60-70,,https://cdn4.thedogapi.com/optimized/azYjQgJT4i.jpg
499,Karelian Bear Dog,Working,11-13,"Courageous, independent, loyal, alert, protective",Karelia Finland,,Male: 20-23; Female: 17-20,Male: 54-61; Female: 48-56,,https://cdn4.thedogapi.com/optimized/5ePe368T3Z.jpg
500,Karelo-Finnish Laika,Non-Sporting,12-15,"Intelligent, energetic, courageous, alert, independent",Finland/Karelia region,,Male: 12-16; Female: 11-14,Male: 44-51; Female: 41-48,,https://cdn2.thedogapi.com/images/Sypubg54Q_1280.jpg
501,Kars,Working,10-13,"Protective, independent, courageous, loyal","Eastern Anatolia, Turkey",,Male: 40-60; Female: 35-50,Male: 71-81; Female: 69-76,,https://cdn2.thedogapi.com/images/xJJyuYXJS.jpg
502,Karst Shepherd,Working,10-13,"Protective, loyal, courageous, confident, calm, independent",Slovenia,,Male: 30-40; Female: 25-35,Male: 57-63; Female: 54-60,,https://cdn2.thedogapi.com/images/SJqBMg5Nm_1280.jpg
503,Kazakh Tazy,Hound,12-14,"Independent, intelligent, alert, loyal, calm, confident",Kazakhstan,,Male: 20-29; Female: 18-25,Male: 60-70; Female: 55-65,,https://cdn2.thedogapi.com/images/AKir88WB_.jpg
142,Keeshond,Non-Sporting,12-15,"Friendly, intelligent, outgoing, alert, eager to please",Netherlands,,16-20,Male: 43-48; Female: 41-46,,https://cdn2.thedogapi.com/images/rJifQpT4m.gif
504,Kerry Beagle,Hound,10-14,"Energetic, intelligent, loyal, independent, friendly, alert","County Kerry, Ireland",,Male: 23-27; Female: 20-25,Male: 56-66; Female: 51-61,,https://cdn2.thedogapi.com/images/dBrrpEGm4.jpg
143,Kerry Blue Terrier,Terrier,12-15,"Alert, intelligent, loyal, playful, energetic, courageous",Ireland,,Male: 15-18; Female: 14-18,Male: 46-50; Female: 44-48,,https://cdn2.thedogapi.com/images/K1Jv9xVsf.jpg
505,Khala,Sighthound,12-14,"Loyal, independent, intelligent, alert, affectionate",Bolivia,,7-15,36-51,,https://cdn2.thedogapi.com/images/rk5Eoe5Nm_1280.jpg
104,King Charles Spaniel,Toy,10-12,"Gentle, affectionate, intelligent, friendly, happy, playful",England,,3.6-6.3,23-28,,https://cdn2.thedogapi.com/images/ILaCjZC33.jpg
506,King Shepherd,Mixed,10-11,"Intelligent, loyal, confident, protective, gentle, courageous",United States,,Male: 41-68; Female: 34-50,Male: 69-79; Female: 64-69,,https://cdn2.thedogapi.com/images/SJ5vzx5NX_1280.jpg
507,Kintamani,Spitz and Primitive Types,12-15,"Alert, intelligent, loyal, independent, protective, devoted","Kintamani, Bali, Indonesia",,Male: 13-18; Female: 12-17,Male: 43-56; Female: 41-51,,https://cdn4.thedogapi.com/optimized/zG2TentNGH.jpg
271,Kishu Ken,Spitz and Primitive Types,11-13,"Loyal, intelligent, alert, courageous, independent, reserved","Kii Peninsula, Japan",,Male: 16-27; Female: 14-23,Male: 48-56; Female: 43-51,,https://cdn2.thedogapi.com/images/6euYVVE_u.jpg
508,Kokoni,Companion,,"Friendly, intelligent, alert, playful, affectionate, loyal",Greece,,4-6,23-28,,https://cdn2.thedogapi.com/images/SJJxjecEX_1280.jpg
509,Kombai,Hound,12-15,"Courageous, loyal, protective, intelligent, alert, independent","Tamil Nadu, India",,Male: 25-30; Female: 20-25,Male: 56-61; Female: 51-56,,https://cdn2.thedogapi.com/images/BwojUdDKe.jpg
144,Komondor,Working,10-12,"Loyal, protective, independent, courageous, calm",Hungary,,Male: 45-59; Female: 36-50,Male: 70-80; Female: 65-70,,https://cdn4.thedogapi.com/optimized/ptECgf9IVi.jpg
145,Kooikerhondje,Sporting,12-15,"Friendly, intelligent, alert, energetic, cheerful, adaptable",Netherlands,,9-14,Male: 38-43; Female: 36-41,,https://cdn4.thedogapi.com/optimized/b1g9nswl5B.jpg
510,Koolie,Herding,12-18,"Energetic, intelligent, loyal, work-focused, alert, devoted",Australia,,Male: 15-25; Female: 14-24,Male: 43-58; Female: 41-56,,https://cdn2.thedogapi.com/images/r1f_ll5VX_1280.jpg
146,Kromfohrländer,Companion,,"Friendly, intelligent, loyal, playful, adaptable, alert","Siegen, Germany",,10-16,38-46,,https://cdn2.thedogapi.com/images/xbI13teuJ.jpg
511,Kuchi,Working,10-13,"Protective, independent, loyal, courageous, intelligent",Afghanistan,,Male: 50-60; Female: 40-50,Male: 69-76; Female: 64-71,,https://cdn2.thedogapi.com/images/SJIUQl9NX_1280.jpg
513,Kunming Dog,Working,12-14,"Intelligent, loyal, courageous, alert, protective, work-focused","Kunming, Yunnan Province, China",,Male: 30-38; Female: 25-34,Male: 64-68; Female: 60-66,,https://cdn4.thedogapi.com/optimized/zsT6iwbFAJ.jpg
514,Kurdish Mastiff,Working,10-13,"Protective, loyal, independent, courageous, alert, confident",Kurdistan region,,Male: 50-82; Female: 40-70,Male: 71-84; Female: 66-79,,https://cdn4.thedogapi.com/optimized/7jhMib9rEF.jpg
147,Kuvasz,Working,10-12,"Loyal, protective, independent, courageous, intelligent, calm",Hungary,,Male: 45-52; Female: 32-41,Male: 71-76; Female: 66-71,,https://cdn4.thedogapi.com/optimized/zG2TentNGH.jpg
148,Labradoodle,Mixed,12-14,"Friendly, intelligent, energetic, gentle, outgoing, affectionate",Australia,,Male: 23-29; Female: 20-29,53-61,,https://cdn2.thedogapi.com/images/H1HKuu2HQ_1280.jpg
149,Labrador Retriever,Sporting,10-12,"Friendly, outgoing, energetic, intelligent, gentle, eager to please","Newfoundland, Canada",,Male: 29-36; Female: 25-32,Male: 57-62; Female: 55-60,,https://cdn2.thedogapi.com/images/Bzc8begeV.jpg
691,Labraheeler,Mixed,12-15,"Intelligent, energetic, loyal, alert, friendly, work-focused","United States, Australia",,Male: 18-36; Female: 16-32,Male: 46-62; Female: 43-60,,https://cdn2.thedogapi.com/images/lDBxtskPl.jpg
694,Labsky,Mixed,10-14,"Friendly, energetic, intelligent, loyal, outgoing, playful",United States,,Male: 20-36; Female: 16-32,Male: 53-64; Female: 51-61,,https://cdn4.thedogapi.com/optimized/xPg5nxGuZc.jpg
150,Lacy Dog,Herding,12-16,"Energetic, intelligent, work-focused, devoted, loyal, alert","Texas Hill Country, United States",,Male: 14-23; Female: 11-23,Male: 46-53; Female: 43-53,,https://cdn4.thedogapi.com/optimized/UvhPeERjsc.jpg
151,Lagotto Romagnolo,Sporting,,"Affectionate, intelligent, energetic, loyal, alert, work-focused","Romagna region, Italy",,Male: 13-16; Female: 11-14,Male: 43-48; Female: 41-46,,https://cdn4.thedogapi.com/optimized/phOpJXO5HO.jpg
515,Lài,Primitive,12-15,"Loyal, intelligent, athletic, alert, protective",Northern Vietnam,,Male: 16-25; Female: 14-23,Male: 48-56; Female: 46-54,,https://cdn4.thedogapi.com/optimized/78Tlo53z9G.jpg
516,Laizhou Hong,Working,10-12,"Loyal, protective, confident, intelligent, alert","Laizhou, Shandong Province, China",,Male: 35-45; Female: 30-40,Male: 71-81; Female: 66-76,,https://cdn2.thedogapi.com/images/7SvcbMRCC.jpg
152,Lakeland Terrier,Terrier,12-15,"Confident, alert, courageous, intelligent, friendly, energetic","Lake District, England",,Male: 7-8; Female: 6-7,Male: 34-38; Female: 33-37,,https://cdn2.thedogapi.com/images/WsN7xOoRZ.jpg
153,Lancashire Heeler,Herding,12-15,"Intelligent, alert, energetic, friendly, playful, courageous","Lancashire, England",,4-8,25-30,,https://cdn2.thedogapi.com/images/4ZHgQqnSr.jpg
517,Landseer,Working,8-11,"Gentle, calm, intelligent, loyal, devoted, protective",Germany/Switzerland,,Male: 50-68; Female: 45-59,Male: 71-80; Female: 66-72,,https://cdn4.thedogapi.com/optimized/kjHLge9m58.jpg
518,Langqing,Hound,10-14,"Loyal, intelligent, independent, athletic, energetic","Guizhou Province, China",,unknown,unknown,,https://cdn4.thedogapi.com/optimized/ozM2Ca6Plu.jpg
519,Lapponian Herder,Herding,10-14,"Alert, energetic, intelligent, loyal, work-focused, calm, friendly",Finland (Lapland region),,Male: 30-35; Female: 25-30,Male: 46-54; Female: 42-49,,https://cdn4.thedogapi.com/optimized/DFrIQt11qO.jpg
154,Large Münsterländer,Sporting,11-13,"Intelligent, loyal, energetic, eager to please, friendly","Münster, Germany",,25-32,Male: 60-65; Female: 58-63,,https://cdn2.thedogapi.com/images/ByK8gx947_1280.jpg
155,Leonberger,Working,7-9,"Gentle, calm, loyal, friendly, intelligent, confident","Leonberg, Germany",,Male: 50-77; Female: 41-64,Male: 71-80; Female: 65-75,,https://cdn2.thedogapi.com/images/ryPgVl5N7_1280.jpg
520,Levriero Sardo,Hound,12-15,"Independent, alert, loyal, intelligent, reserved","Sardinia, Italy",,Male: 18-25; Female: 16-23,Male: 56-64; Female: 53-61,,https://cdn2.thedogapi.com/images/JjT27ESYT.jpg
156,Lhasa Apso,Non-Sporting,12-15,"Confident, independent, alert, loyal, smart, protective",Tibet,,Male: 5.4-8.2; Female: 5.0-8.2,Male: 25-28; Female: 23-28,,https://cdn4.thedogapi.com/optimized/20lCLdGZ6Q.jpg
157,Lhasapoo,Mixed,12-15,"Intelligent, affectionate, playful, alert, confident",United States,,4.5-9,23-33,,https://cdn2.thedogapi.com/images/ZkpNcWUTY.jpg
521,Liangshan Dog,Primitive,10-14,"Loyal, courageous, independent, intelligent, protective, alert","Liangshan Yi Autonomous Prefecture, Sichuan Province, China",,Male: 30-40; Female: 25-35,Male: 61-71; Female: 56-66,,https://cdn4.thedogapi.com/optimized/jkfzUsDDum.jpg
522,Lithuanian Hound,Hound,12-14,"Energetic, loyal, intelligent, courageous, alert, work-focused",Lithuania,,Male: 20-25; Female: 18-23,Male: 56-61; Female: 51-56,,https://cdn2.thedogapi.com/images/Cr3YuxzEV.jpg
523,Lobito Herreño,Herding,12-15,"Intelligent, loyal, energetic, alert, independent, protective","El Hierro, Canary Islands, Spain",,18-22,Male: 52-54; Female: 47-52,,https://cdn2.thedogapi.com/images/CdiMsSZgT.jpg
159,Löwchen,Non-Sporting,,"Affectionate, outgoing, playful, intelligent, alert",France/Germany,,4-8,30-36,,https://cdn2.thedogapi.com/images/VOmeXxwUp.jpg
524,Lucas Terrier,Terrier,12-15,"Friendly, intelligent, alert, affectionate, adaptable",England,,Male: 6-9; Female: 5-9,Male: 25-32; Female: 23-30,,https://cdn2.thedogapi.com/images/FXigpiT_A.jpg
525,Lupo Italiano,Working,12-15,"Intelligent, loyal, alert, independent, work-focused",Italy,,Male: 30-40; Female: 25-35,Male: 61-68; Female: 56-64,,https://cdn2.thedogapi.com/images/r1f_ll5VX_1280.jpg
160,Lurcher,Mixed,12-15,"Intelligent, gentle, loyal, affectionate, athletic, independent",Great Britain and Ireland,,Male: 27-36; Female: 23-32,Male: 66-76; Female: 61-71,,https://cdn2.thedogapi.com/images/_kiOLmJeJ.jpg
526,Mackenzie River Husky,Working,10-15,"Independent, hardy, work-focused, loyal, intelligent, alert","Mackenzie River Region, Northwest Territories, Canada",,Male: 39-64; Female: 34-54,Male: 69-81; Female: 64-74,,https://cdn4.thedogapi.com/optimized/We2yW9Ke0s.jpg
527,Magyar Agár,Hound,12-14,"Loyal, calm, gentle, intelligent, athletic, independent",Hungary,,Male: 22-31; Female: 20-28,Male: 64-70; Female: 61-67,,https://cdn2.thedogapi.com/images/SJp7Qe5EX_1280.jpg
528,Mahratta Hound,Hound,10-14,"Independent, loyal, intelligent, alert, athletic","Maharashtra, India",,Male: 20-29; Female: 18-27,Male: 56-69; Female: 53-66,,https://cdn4.thedogapi.com/optimized/DFrIQt11qO.jpg
529,Majorca Shepherd Dog,Herding,11-13,"Loyal, intelligent, protective, courageous, devoted","Majorca, Balearic Islands, Spain",,Male: 35-40; Female: 30-35,Male: 65-73; Female: 60-68,,https://cdn4.thedogapi.com/optimized/w7RJ7eRzvW.jpg
161,Maltese,Toy,12-15,"Playful, gentle, affectionate, charming, fearless, alert, adaptable","Malta, Mediterranean Basin",,1.8-3.2,18-23,,https://cdn4.thedogapi.com/optimized/tguXtE1cca.jpg
