playlist_index,video_url,video_id,title,channel,caption,error
156,https://www.youtube.com/watch?v=7aHaQik9T8Y,7aHaQik9T8Y,[Kang Hyungwook's Small Q&A] Small Q&A 'Anniversary' Award,강형욱의 보듬TV,"5 4 c55 예 오 어 오 자연 오늘은 겁니까 다 오는 어 우리 퀘 4 1주년을 맞이해서 어 수수한 언어들을 한다고 합니다 [박수] 아셀 1년이 넘었네요 채널 21 마당이 있으면 한 책의 필요 없나요 이런 질문을 첫 번째 업로드를 시작을 해서 지금까지 총 53회 예수 상쾌한 의미가 제작했습니다 좋아요 조회 수 댓글 순으로 각각 탑스 를 선정해 봤는데요 가장 많은 조회수를 기록한 탑 쓰리 이야기 해봅니다 마방 3위 강아지가 사오고 뛰는 이유는 뭔가요 좋아서 그런건가요 아 이거 좋아서 그 루프 이즈모 있는걸 털어 내기도 하고 뭐 여러가지 이유가 있었는데 이게 3위를 기록했습니다 2위는 탄색 중 그러고는 강아지 따라 오는지 확인 하는 건가요 와 이거죠 많은 분들이 그 이유를 듣고 감동을 했다고 가장 많은 조회수를 기록한 1위는 야 67 16,000 조회수를 기록했습니다 아침마다 몸에 올라와요 제가 서열이 낮은 건가요 아 이게 1위를 기록했습니다 이게 아침마다 봄에 올라오는 강아지들이 많아서 그랬던것 같아요 다음은 좋아요 탑 쓰립니다 4위 수시로 엉덩이를 들이대는 강아지 무슨 뜻인가요 많은 분들이 좋아요 를 눌러주세요 2위는 한 책 중 돌아보는 강아지 따라오는 확인 않은 건가요 5 이거 똑같네요 조회 수 하고 좋아요 순위가 2위 똑같습니다 자 그러면 가장 많이 좋아 요즘 먹는 걸까요 아 이거구나 이것도 같네요 아침마다 몸에 올라와요 제가 서열이 낮은 건가요 가 5천 800개의 좋아요 간 울렸다고 합니다 대단하죠 이 가장 고음이 하셨구나 자 그러면은 가장 많은 댓글 탑스 리를 읽어보겠습니다 3위는 사료를 가져왔다 들린 강아지 나눠 복자는 걸까요 아 이거였구나 이걸 의미가 되게 많은데 이게 어떤 분들은 나눠 먹자 라고 생각을 했었던 것 같아요 4 문제가 해결 했는지 공부합니다 자 2위 당신은 회사인가요 이게 뭐야 이게 위 야 아 아 아 거야 끝까지 말해주지 않을 거야 가장 많은 댓글 1위 대표들이 와 천 한 개 굉장히 말려야 겠네요 이렇게 많이 달릴 수 있나 크리스마스 특집 쌩뚱 질문답변 편이었으며 데 굉장히 외다 한데 여하튼 어 댓글 탁스 리까지 어 선정이 왔는데요 정말 감사합니다 저희가 일 년 동안 전체 토탈 800만 조회수가 넘었다고 하고 와 댓글이 3만 개가 넘게 달렸다 라고 하네요 정말 감사합니다 저는 0 택 쪽으로 또 재미있는 사연이 왔을 때 좋은 자아 이건희 거지 i 거의 건데 라고 말하는거 를 만들어보자 라고 시작을 했는데 이게 벌써 일년이 됐고 5 10편이 넘는 컨텐츠를 이제 만들어지게 되는데 괜히 기쁘고 이중 의원도 되고 시고 3 기능도 되고 싶은 마음이 있습니다 앞으로도 많은 관심 부탁드리구요 많이 많이 사랑해 주셔서 감사합니다 4 앞으로도 어여 여러분들의 소소한 질문들 어 개의 기울일 거구요 제가 답변해 드릴 수 있는 최선을 다해서 언제나 열심히 답변 드리도록 하겠습니다 오랜만에 플레이한 물어 한번 마무리 해 볼까요 4 이번 언제나 바로 잘모르겠어 예 컸네요 샵에 꽤 4 궁금한건 뭐든 물어 봐도 되지만 사실 4 궁금한건 못 물어 봐도 되지만 정부 답해줄 수 없는 소소한 취미 2 아 줘 i 궁금한건 뭐는 물어 봐도 되지만 전부 답해줄 수 없는 소산 qna 많아요 222",
157,https://www.youtube.com/watch?v=_8JbzS98wnw,_8JbzS98wnw,[Kang Hyungwook's Small Q&A] Dog is Giving Snacks to Me. Does This Mean that Dog is Sharing Food?,강형욱의 보듬TV,5 4 c 5 4 5 4 5 5 그렇지 않았습니다 걔들은 나 먹는거 를 잘 못해요 4 김민성 님이 주신 타임입니다 간식을 먹다가 꼭 제가 누워있으면 책 아리나 배 위에 올려놓고 가거나 초당 혹은 아님을 짓습니다 저한테 먹어보라고 주는 큰 칼을 합니다 안에 맡겨 놓을 테니 보관 하라는 건가요 간식을 가지고 오고 그것을 보고 짓는다는 것은 먹어봐 좀 보관주의 해주어 아니라 보호 자한테 연구하기 위한 행동 이에요 이게 어떤 친구들은 요 나 외롭다 나 아는 척 쭉 해줄래 라고 간식을 그냥 한가운데 거실 한가운데 다 두고 지키는 느낌을 주기도 해요 그리고 보호자 니 무릅이 올라오 싶은데 보호자 님의 따른 사람하고 이야기하는 동안 나한테 아는 척을 안 해요 그러면 이야기하고 있는 사이에 장난감 또는 내가 좋아하는 간식을 등 모자 옆에다 놓고 보호자는 투서 많이 먹혀 있어요 그런데 그 때 보호자가 세척 이면 괜히 그때 바로 그런거라 관심을 갖기 위해서 이런 행동을 하는 거예요 나한테 가지 가져오면 아는 척하지 말고 방으로 들어가 보세요 그리고 방에 들어가서 3분 정도 있다가 다 오는데 나왔을 때 강아지가 나한테 오는게 아니라 간식 쪽으로 가서 간식을 지키려고 하거나 간식을 가져가려고 한다면 이것을 예외적인 행동이고 약간은 은석 뿌리는 행동일 수 있어요 그래서 예절교육을 조금 해야되는 상태일 수도 있습니다 나중에 한번 피드백 주세요 예 감사합니다 으 아,
158,https://www.youtube.com/watch?v=BssP7es7f5Y,BssP7es7f5Y,[Kang Hyungwook's Small Q&A] My Dog Licks Body After a Shower...Is It Trying to Dry?,강형욱의 보듬TV,5 4 c55 5 [음악] 아 닦아주는 것은 아닙니다 아닙니다 총 소인 님이 주신 사야 됩니다 열사 코카 스패니얼 입니다 샤워하고 나오면 강아지가 제 발목이나 종아리 에 남은 물기를 핥아 먹어요 닦아 주는 건가요 a 입을 닦아 줘요 닦아주는 것은 아니고요 이게 보호자 님이 물기가 있으니까 위험하다고 그래서 이렇게 빨리 먹어 주는 거에요 바로 물 물기 많네요 이렇게 좀 수건으로 닦아 요가 아니라 보자는 지금 몸 이상해요 빨리빨리 닦아요 빨리 빨리 자 8 그래서 나도 같이 도와주는 거예요 이게 우리 다 우리가 이걸 많이 하구요 바로 같이 뜻이에요 제가 이제 샤워하고 나오면 뭐 물기가 있잖아요 그러면 어 보통 이 부름을 붙이고 있어 이런 느낌으로 와서 계속 핥아 요 제가 농담으로 말합니다 오빠가 문제 아니야 우리 오빠 줘 물에 빠진 거 아니야 괜찮아 하면 되게 딱 거든요 그럼 또 금방 뭐 저요 이걸 강아지가 걱정해서 하는 겁니다 보호자 님이 이상해졌다 우리고장 님이 급해졌다 라고 생각을 하구요 이런 강아지 하고 물가에 가는 논문은 물에 나갔다 오면 아마 몸에 있는 물을 땅에 이렇게 비비면서 딱 끌려고 되게 노력을 많이 하는 강해질 거에요 한마디로 우리 몸의 있을 때 자기도 예민한 상태에 가능성이 커요 그리고 또 하나 콰 습한 여야 이라고 하니까 귀가 혹시 조금 안 좋나요 귀가 안 좋은 친구들이 우리의 몸에 닿는 것에 대한 거부감이 조금 있고요 자기가 거부감이 있으니까 보호자도 그럴 거라 생각을 하고 위험을 위험하고 이렇게 닦아주는 거거든요 그래서 보자 님 빨리 쓰세요 빨리 땄고 빨리 물 제거해주시고 그렇게 말하며 는 뭐 큰 문제는 없을 겁니다 너무 염려하지 마시고 댓글 달아주세요 어떤지 아,
159,https://www.youtube.com/watch?v=8lIm1URC0R8,8lIm1URC0R8,[Kang Hyungwook's Small Q&A] Electronic Fan and Canines,강형욱의 보듬TV,5 4 co 어 q 땅 풀이 좋아야 상품이 좋습니다 2째 귀요미 강아지 에게는 선풍기가 무용지물이 인가요 훌륭한 되는 많이 넣으면 헥헥 거리면서 선풍기 앞에 가 있기 하는데요 뭐가 짓인지 모르겠습니다 그리고 강아지들에게 여름은 어떻게 나눈 게 제일 좋을까요 그러면 이제 선풍기 바람을 셈이야 이 피부에 닿는 져 시원한 바람에 좋잖아요 근데 달려 밴드는 몸에 닿는 시원한 바람이 아니라 주변에는 시원한 공기를 만끽하는 데 좋아요 펌 풍기를 틀어지는 의원을 1분기를 맞아서 시원 하라는 게 아니라 강아지들이 집에 있거나 좀 한정되어 있는 못 했을 때 공기가 빨리 순환하게 하려고 선풍기를 틀어 주기도 해요 강아지들은 선풍기 나쁘지 않습니다 좋습니다 지 위험하게 있다면 은 여름철 화제의 그 원인 중의 하나가 강아지가 성격이 물어 뜨거운 경우들이 상당히 많습니다 요즘 조심 해야 되고요 여름에 가장 좋게 나는 방법은 크게 두가지 에요 요즘에 대리석 있잖아요 요즘에 그 강아지 5로 팔더라구요 집 한가운데에 강아지 가지고 있을만한 곳에 대리석을 이렇게 깔아주면 강아지가 그 위에서 굉장히 좋아합니다 정말정말 좋아해요 또 하나는 태 표 거기에다 이제 물 놓고 냉동한 다음에 수원으로 한번 감아 가지고 나두 늘 강아지가 요 뒤 그 옆에서 가만히 눕고 있구요 어떤 친구들은 그렇게 살 틀려 고 하기도 하구요 그 제가 1 이거 정말 조 조은 티비 있네요 물놀이 할때 장난감 던지면 장난감 물속으로 꼬로록 으로 들어가자 좋은 방법이 있어요 와인 코르크 있죠 코르크 장난감 에다가 살짝 트다 가지고 3개 정도를 누크 다시 이렇게 바느질 하면 코르크가 물에 떠 물 해서 도가 끊을 수 있는 장난감이 됩니다 물놀이로 더위를 할 수 있는 좋은 방법일 수 있으니까 제가 말씀드린 이런 장난감 만드셔서 기본 열을 잘 하시길 바랍니다,
160,https://www.youtube.com/watch?v=ALWycPmPM1c,ALWycPmPM1c,[Kang Hyungwook's Small Q&A] Do Dogs Swallow Saliva When They Get Nervous?,강형욱의 보듬TV,5 4 c55 4 ooc 5 그럴 수 있습니다 4 예 김민영 님 저희 강아지는 의 제구를 위해서 절 바라볼 때나 만져달라고 배를 보여주며 누워 있을 때나 눈을 마주치고 만져줄 때 침을 꼴깍 삼키는 경우가 종종있습니다 왜그런걸까요 제정을 불편하게 한 걸까요 제가 봤을때 보자는 이거 침 꼴깍 삼키는 게 아마 이 거 아니에요 아 이게 우리가 생각할 때 딱 이건데 이때 금융의 혀를 한번 내일은 할 것 같아요 보호자 님이 강아지가 무릅이 올라오고 배를 보여주고 늘은 와 주실 때 아마 너무 이뻐서 막 만져 준다거나 아니면 너무 좋아서 이렇게 소리를 줍니다 아 그럴 때만이 개들이 혀를 낸 등 거려요 보호자 님이 너무 과도하게 나를 만들까 가 과도하게 인사 할까봐 이런 두려움이 좀 있어서 그런 낼름 거리는 걸 수 있거든요 이렇게 한번 해보세요 무릎 위에 있을 때 만지지 말고 손을 내려 보세요 또 배를 보여주고 있을 때 배를 만지지 말고 그냥 옆에 이르게 기대 있어 보세요 눈을 마주칠 때 거기를 살짝 돌려 보세요 그렇게 하는데도 강아지가 꼴깍 넘기면 그냥 습과 습관 잃고 제가 드린 좋은 대로 했는데 괜찮다면 이것은 강아지가 좀 2편 하고 있었던 거에요 나의 행동이 쪼끔 강아지한테 표현할 수 있었던 거죠 한번 그렇게 한번 시도해 보시고 어땠는지 앞 댓글로 달아주세요 제가 우수 해보겠습니다,
161,https://www.youtube.com/watch?v=PMJHbV-flEo,PMJHbV-flEo,[Kang Hyungwook's Small Q&A] Walking Outside with Hugging Dogs During Monsoon Season,강형욱의 보듬TV,5 4 [음악] c55 co 아아 매매합니다 아주 애매합니다 강아지를 안고 산책을 한다 음 바라는 것보다는 날겁니다 4 한번 보죠 우리 엉 더 칸 님이 질문을 주셨어요 상만 산책은 어떻게 합니까 비가 오니 제가 안고 산책하면 정말 강아지가 산책했다 고 느낄 수 있나요 아 이게 요 장마는 진짜 싫어요 그냥 저도 싫어요 장마 좋아하는 사람은 없을 것 같아요 특집 하잖아요 그런데 개들 그래요 실제로 장마때 스트레스 너무 많이 반하는 친구들도 많구요 피부 질환 생기는 친구들도 있구요 식이장애 오는 친구들도 있어요 장마 때는 요 그냥 산책을 많이 하는 것보다 요 소변 대변 만 하고는 산책도 만족해 할 수 있습니다 물론 이때 뭐 우리 코 단어나 이런걸로 뭐 서클 활동을 많이 해주면 은 장마 스트레스를 좀 극복할 수 있어요 근데 완벽하게 대체할 수 있다라고 할 수는 없어요 그래서 장만하여 아침부터 저녁까지 오는 비는 없는 것 같더라구요 아침에 먹어 시간 오고 또 여 씨가 나누다가 밤 중에 오고 많이들 그런데 뭐야 님 비가 안 올 때 한 번이라도 나가서 소매 들면 잠깐 볼 수 있게 해주시면 좋고요 않고 하는 산채에 으 아는 것 보단 나아요 라는 것보다 훨씬 더 나오니까 정말 이렇게라도 해주신다면 나와 강아지 감사해야 할 것 같습니다 그리고 비가 안 올 때가 있다 며 는 또 내려 나고 산책 해도 좋으니까 이렇게라도 밖에 나가서 호빠 라미란 쓰게 해 주시면 을 아마 강아지가 너무 보호하고 좋아하지 않을까 싶어요 그래서 장마 시즌에 해야 될 게 뭐 다 산책도 꾸준하게 해주시는 것도 좋구요 피부질환의 좀 걸리는 친구들이 많으니까 질도 좀 자주 시켜 주시면 은 다른 도움이 되지 않을까 습니다,
162,https://www.youtube.com/watch?v=8DGqDuZqw44,8DGqDuZqw44,[Kang Hyungwook's Small Q&A] My Dog is Not Using Toilet,강형욱의 보듬TV,5 4 c55 4 5 좀 [음악] 아 음 맞기도 하고 아니기도 하는데 싫어진 겁니다 4 우리도 햇님이 질문 주셨습니다 원래 배변을 화장실 안에서 잘 하는데 요즘 자꾸 화장실 입구에 다가 합니다 사장실 이라는 장소가 싫어서 그런걸까요 우리가 화장실이 라고 하면 타일이 되어 있고 욕조가 있고 변기가 입고 세면대가 있는 그런 것이겠죠 그런 곳에 강아지가 소변과 대변을 보는 것을 좋아한다 라기보다 그것이 그나마 마땅하고 괜찮으니까 하는 거거든요 그런데 만약에 우리 강아지가 큰 소리가 나오나 놀라운 일이 있으면 그 안에 세력의 변하는 경우가 있어요 샤워 게 이렇게 노다 가 떨어뜨려 가지고 과 과 과 간 거리는 소리 날 때가 있잖아요 또 하나 강아지가 거기에 가 쳤을 때도 그 안에 현행 하려면 안 하려고 할 때가 있어요 또한 아이가 있어요 거기에 물기가 조금 많으면 소변 대변 하고 싶어할 때가 있거든요 그러니까 그런 것도 한번 고려해 보시고 그리고 마지막 집에서 소변과 대변을 하고 싶지 않습니다 않은 어떤 메세지가 틀 거에요 그냥 우리 노래 님 의 반려견은 사실 그 곳에 하고 싶지 않았던 거예요 이 교육을 할 때 다시 교정 하려고 할 때 제가 부탁드리고 싶은게 있어요 화장실에서 소변을 하게끔 가르쳐주는 훈련이 아니라 밖에서 설정 가 되면 하게 하는 교육을 하면 자연스럽게 시내에서 설명과 되면 하지 않을 꺼고 실수하지 않게 될겁니다 소 변화되면 밖에서 하는 것이 이 반려견의 기본적인 스트레스를 낮춰주고 기본적인 생태를 존중해주는 거여서 한번 집에서 실천해 보시면 아마 이런 문제가 없어지지 않을까요,
163,https://www.youtube.com/watch?v=1NYMGaGf5Rg,1NYMGaGf5Rg,[Kang Hyungwook's Small Q&A] My Dog Make Noise when There is Thunder Storm,강형욱의 보듬TV,5 4 c55 4 5 있습니다 짠 안에 있습니다 있습니다 2부 논의 우위 강아지가 천적 2시면 너무 무성합니다 괜찮다고 안아주고 좋아하는 거 울 저도 굉장히 게임이 되고 8 걸 떨기만 하는 데요 천둥이 멈출 때까지 힘들어합니다 얻어 좋을까요 저의 다 우리가 거에요 우리는 소리가 들려야 좀 창조인 책 뿌나 라고 하잖아요 다 우리를 천둥이 칠 것 같은 전조를 아나봐요 그때 제가 하는 방법이 있어요 그냥 집을 천천히 걸어 다닌 거야 그리고 우리 친구가 어디에 숨어 있잖아요 억지로 끌지는 않고요 그냥 당당하게 집을 와 다 봤다 움직이고 보통 형과 또는 발코니에서 부천 등 소리가 들려오자 나요 거기에 서서 이렇게 강한 이렇게 써있어요 예 이게 조금이라도 도움이 됩니다 사실 이 선동을 숙 하는게 쉽지 않아요 왜냐면 천둥이 치게 되면 우리 5 아님 의 반려견 처럼 너무 긴장을 많이 해서 치료 까지도 끈기는 경우들이 봤구요 이건 꼭 천둥번개가 아니라 요건 노릴 때도 똑같은데요 이땐 의 보호자 님이 얼마나 침착한 지를 보여주는 게 그나마 좋은 방법이에요 너무 쉬가 희망 경우에는 가슴줄 이렇게 매고 집에 와 닿았다 움직이면서 괜찮다 괜찮다 해주거든요 그렇게만 해주면 은 아까 처음에 그렇게 놀랐던 것 보다는 훨씬 괜찮아 지기도 한답니다 이제 또 b 가져오면 천둥이 치게 쬲 이제 장마가 올 때가 되니까 우리 보호자 님도 제가 말씀드린 이 방법 써 보시면 도움이 될겁니다,
164,https://www.youtube.com/watch?v=lV2MNWjmWTs,lV2MNWjmWTs,"[Kang Hyungwook's Small Q&A] My Dog is Biting Hair, Is This Because of Stress?",강형욱의 보듬TV,5 4 co 4 5 자 어 아니오 4 이지훈 님이 보내주신 사연입니다 3년 조금 진한 말티 풀을 키우고 있어요 저희 강아지는 가족들이 누워있거나 앉아 서 있으면 옆에 와서 자꾸 머리를 싶 어 요 강아지가 스트레스를 받아서 그러는 걸까요 그리고 그래 습관 된것 같습니다 제 생각에는 우리 강아지가 가족들 간의 놀이 라고 생각할 수 있어서 정말 우리 이 주인님이 걸 원치 않으시면 벌떡 일어 나거나 강아지를 미 십시오 저희 까 라고 하시면 충분히 없어질 수 있구요 그렇게 하신 다음에 강아지 장난감 강아지 거 뭐든지 물고 뜯고 찔 수 있는 그런 것들을 주셔서 대체할 수 있게 해주시면 요금 가 없어 지거든요 그냥 보호 잔인하고 이렇게 같이 있을 때 모든 님이 머리를 물면 그 기분이 좋고 보호자 님들도 날 귀여워 하니까 이 행동이 나은 것 같아요 이유는 데 앞서서 꺼낸 이 될 수 있으니까 그 치울 봤습니다 서산 캐 레이무의 채택 되신 분들 때는 트 카 받은 자연식 퀄리티에 워커 리아 에서 활력을 잘 하시길 괴물 빨리 해주세요 [음악],
165,https://www.youtube.com/watch?v=Lq8ruTqBSDA,Lq8ruTqBSDA,[Kang Hyungwook's Small Q&A] Why Some Dogs Try to Eat Right Before Going Out?,강형욱의 보듬TV,5 4 co 어 뾰옹 짤 어 어 이유가 있어요 분명한 이유가 있습니다 한번 타일 한번 볼게요 정민 입추 파 또는 침대에 누워 있다가도 개가 외출을 하려고 하면 후다닥 뛰어가서 나 사료 먹으니까 봐줘 라는 듯이 사료를 먹고 저를 쳐다보고 로 반복해요 왜 그러는 걸까요 블리 브란 있는 걸까요 지금 이 친구가 이런 행동을 하는 것은 난 차를 보는 것 봐주고 아느냐 지금 보호자 님에게 공대 거야 를 한번 말하고 싶은 거에요 이거는 소유욕 에서 부터 시작이 되는 경우가 많구요 사료를 먹는거 이외에도 적전 에는 다른 거를 이렇게 수집하고 있는 경우가 있을수 있어요 사실 이런 행동은 보호자 님한테 조금 힐 보여주고 있는 거에요 당신에게 부터 내 자리와 안에 공단과 안에 먹이와 내가 소중하게 생각하는 무언가를 지킬 거야 라고 하는 것은 보호자 님께서 강아지의 물건을 자주 뺏았다 거나 쉬는 장소를 빼서 없다거나 쉬고 있을 때 안아들었다 거나 한마디로 휴식이 충분치 못하여 이래 공간을 지키기 위해서 이제는 팔을 내는 거죠 한번 밝은 유심히 봐 주시고요 그리고 내가 한번 생각해 보는 거에요 우리 강아지는 잘 잤나 우리 강아지는 잘 쉬 었나 먹었나 다른 강아지들을 만나면서 즐겁게 놀랐나 1 색도 잘 했나 기본적인 것들이 온전하게 제공이 되고 있었나 를 먼저 생각해 보시고 혹시나 그런 것들 중에 한두 가지가 잘 안되었다면 괴도 부터 먼저 채워 줘 보세요 그리고 또하나 달 급식을 멈춰주세요 하루에 정해진 시간에만 밥을 주고 먹지 않으면 치워 주는 걸로 대처 해 주시고 차례가 없는데 장난감 또는 보호자 님 의 어떤 물건으로 이런 행동을 대처한다면 진짜 내꺼 를 지키기 위한 나를 지키기 위한 그런 행동이기 때문에 가까운 발령은 전문가를 만나면 좋을 거 같아요 소소한 캐리 무 의 채택되신 분들께는 특허받은 자연식 퀄리 c 의 보컬이 아에서 팔려면 잘 해주시길 기운을 빨리 해주세요 222,
166,https://www.youtube.com/watch?v=n2bP3qPmTsI,n2bP3qPmTsI,"잘 때 장난감을 물어다 놓는 강아지, 왜 그러는 걸까요? ｜강형욱의 소소한 Q&A",강형욱의 보듬TV,5 4 c55 4 4 4 아 ol [음악] 어 4 [음악] 우리 2시간 님이 보내주신 사연입니다 침대에서 같이 하는데 자다 보면 아끼는 장난감을 울고 와서 내 주변에 둬요 분들이 태 왔다 빽빽 솔잎 때문에 깰 때도 있는데요 고식 4개정도 무료 넣었는데 왜 그러는 걸까요 두 가지의 요 하나는 왜 내가 갖고 놀고 싶은 장난감들을 가지고 와서 가지고 놀려고 하는 거구요 또 하나는 보홀 아님을 지켜주기 위해서 내가 좋아하는 물건을 그것의 다 가져다 주는 거에요 발락은 들도 내가 정말 아낀다 내가 정말 좋아한다 그럴 때에 내가 좋아하는 무언가를 그 곳에다가 거요 혹시 우리 보자 님이 주무실때 강아지를 툭 치며 1 강아지가 늘 짝 놀라거나 또는 어린 울렁거린다 거나 또는 실제로 공격도 합니까 꽃 전문 관련 흐른 사람만 하시구요 그렇지 않고 그냥 치우는 것도 그냥 해 벨 내 하고 로 이렇게 가지고 오면 아마 개는 강아지가 보호자 님을 너무 좋아하고 보자는 옆에서 장난 치는거 너무 좋아해서 그러는 거니까 너무 염려하지 않으셔도 됩니다 주무시기 전에 장난감 치우고 중심이 안 훨씬 더 좋지 않을까 또 장난감을 춰 놓으면 방사에 강아지가 쓸쓸해 하고 심심 할 수 있잖아요 장난감을 치우 신 다음에 산책하면 가볍게 나가서 소변 한번 찍 보고 들어오고 자면 아마 관련도 장난감 없이 잘 잘 수 있지 않을까 싶어요 너무 염려 하지 마시구요 어 괜찮아 에 장난기 일수 있어요 약간의 룬 형인 의 공격성 만 붙지 않는다면 전혀 문제 없습니다 소소한 캐리의 진우의 채택되신 분들께는 특허받은 잠실 퀄리티에 워커 리아 에서 관련자 유심을 잼은 빨리 해주세요 [음악],
167,https://www.youtube.com/watch?v=R-7AWd2cR7s,R-7AWd2cR7s,강아지도 노래를 알아 듣나요? ｜강형욱의 소소한 Q&A,강형욱의 보듬TV,5 4 c55 4 5 꼴 네 맞습니다 돈까스 님이 주시 사야 됩니다 강아지도 노래를 알았나요 자기전에 자장가 눌러주고 강아지가 편안해지는 노래도 틀어 주는 데요 별로 신경 쓰지 않는 것 같아요 아니면 관심이 없는 걸까요 아 사실 노래라는 것이 반려견 들에게는 파울리 라고 하는 것으로 전달될 가능성이 커요 의미가 여러가지가 있는데 멀리 떠난 나의 동료에게 난 위치를 알려주는 뜻으로 하울링 을 해야 나 여기있어 빨리 돌아와 또 하나는 나 지금 돌아가는 길이 야 너 뭐 해 너 살인이 또 마지막은 여기에 우리 무리야 너희들은 들어오면 하는데 라는 뜻으로 털리는 하기도 합니다 아울 아 어 이게 어떤 의식 같은 거에요 그런데 지금 우리 부장님이 하울링 을 하시는 거예요 걔들이 정말 하울링이 라고 느끼면 100% 따라하는데 바라지 않고 있는 나면 그냥 내 보호자가 어디 아픈가 왜 킹 거리지 라고 생각할 가능성이 큼 이나 혹시 보이던 님 내가 노래를 부를 때 강아지가 늘 깜빡한 바 꺼리거나 팔을 낼름낼름 걸리거나 자꾸 고개를 따른 대로 피하거나 26 하거나 귀를 막거나 고개를 숙이고 있어 뭐 이런 행동을 한 해요 아마 지금 우리 돈가스 님이 강아지는 엄 없이 힘들어 하고 있으니까 뭐 를 하지 마세요 만들지 않고 말 걸지 않고 아무것도 하지 않으면 잡니다 깨우려고 노력하지 마시고 노래는 마세요 아 조 수수 않게 레이무의 채택되신 분들께는 특허받은 자연식 퀄리티에 워커 리아 에서 8년차 유심을 잼은 빨리 해주세요 [음악],
168,https://www.youtube.com/watch?v=knuZSOfhwtc,knuZSOfhwtc,"자자고 하면 사료 먹는 강아지, 이유가 있나요? ｜강형욱의 소소한 Q&A",강형욱의 보듬TV,5 4 [음악] c55 디자이 오늘도 예 다운이 같아서 하고 있어서 움직이다 가지가 다 치거든요 4 이유가 있을 거예요 제가 한번 보시죠 ys 방음이 주신 4 이름이라 가족들이 다 잘 때가 되서 찾아 라고 하면서 자기 방으로 들어가려고 하면 막 강아지가 그때부터 사료를 먹기 시작해요 왜 그러는 걸까요 지금 잘 급식을 하시고 있는 것 같아요 조금 더 살펴 봐야 돼요 영향을 시키려고 하는 문지 뭐 그것을 지키려고 하는 건지 여기서 한가지 정보가 없어요 그 사유가 거실에 있느냐 아니면 작은방 있는 에 큰 방이 있느냐 그럼 정보가 있어야 되는데 제 생각에는 보호자 님이 쉬는 동선과 겹칠 것 이런 친구들은 내 거라고 하는 것이 강한 친구들이 어서 보고 전임 의향 6다운 씩 교육방식을 쭉 음 들어서 봐야 되요 지금 어떤 행동이 려면 치유가 집에 놀러 왔어 왜 평상시에 아니 갖고 노는 장 나타 미야 갖고 놀지 않아요 그런데 친구가 끼와 라고 하고 그 돌을 만들려고 할 때 그거 내 거야 감 겠지만 내 거야 병이 를 와 전에 내 거야 내 거야 그런데 이게 오덕의 션 이라고도 하는데 왜냐면 음식을 먹는 것 자체가 공격하고 연결되어 있지는 않았지만 나 조금만 건들면 퍼낸다 나는 곳을 내포 하게 되요 그러니까 한번 우리 100님 전문 훈련 산님이 나 주변에 행동 전문가 하고 상담을 좀 해 보시길 바래요 이게 아주 큰 문제 점일 수 있어요 1 잘 보내셨고 요 꼭 상담받으세요 아셨죠 수상 캐리 모의 채택되신 분들께는 특허받은 잠시 퀄리티에 워커 리아 에서 활력을 자유시 5 질문 빨리 해주세요 오오오,
169,https://www.youtube.com/watch?v=cW_Z7lOyijg,cW_Z7lOyijg,강아지도 한숨을 쉬나요? ｜강형욱의 소소한 Q&A,강형욱의 보듬TV,,"first=RuntimeError: No captions found for languages: ko-orig, ko, ko-KR; second=TranscriptsDisabled: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=cW_Z7lOyijg! This is most likely caused by:

Subtitles are disabled for this video

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
